cellId,ÉÏÐÐÐ¡ÇøÁ÷Á¿£¨MB£©,ÏÂÐÐÐ¡ÇøÁ÷Á¿£¨MB£©,ÊÇ·ñÎªµÀÂ·Ð¡Çø
460-00-661631-21,63.05712891,239.34375,·ñ
460-00-718363-13,221.4573975,1246.397461,·ñ
460-00-703752-11,25.73937988,551.178833,·ñ
460-00-708497-21,14.06384277,80.68237305,·ñ
460-00-703817-12,254.4575195,2446.077515,·ñ
460-00-718405-12,101.3901367,1559.407227,·ñ
460-00-661732-11,189.3862305,956.3011475,·ñ
460-00-661747-11,121.7774658,894.230835,·ñ
460-00-661374-11,77.23461914,659.5848389,·ñ
460-00-661256-12,448.4024658,2788.952759,·ñ
460-00-661682-12,388.5465088,4556.194214,·ñ
460-00-661658-11,107.0263672,1020.020142,·ñ
460-00-704567-112,71.00354004,477.8815918,·ñ
460-00-703955-13,53.72802734,394.8789063,·ñ
460-00-718343-12,75.34094238,574.3079834,·ñ
460-00-661464-12,275.3408203,1766.814941,·ñ
460-00-703678-11,1.889648438,16.57922363,·ñ
460-00-718559-12,30.68273926,208.1560059,·ñ
460-00-718432-13,166.9920654,2059.789795,·ñ
460-00-718754-22,4.385498047,19.49633789,·ñ
460-00-661540-113,201.107666,1747.877319,·ñ
460-00-718350-11,150.3900146,936.9604492,·ñ
460-00-708451-21,173.5262451,2319.79187,·ñ
460-00-704759-21,0,0,·ñ
460-00-719047-11,7.595825195,37.58764648,·ñ
460-00-661366-12,377.5638428,3082.834839,·ñ
460-00-704648-13,122.5803223,1051.913452,·ñ
460-00-703948-11,256.9888916,2166.504639,·ñ
460-00-703780-11,373.8717041,2177.064697,·ñ
460-00-703724-111,134.491333,1054.286987,·ñ
460-00-661521-111,19.63195801,169.2279053,·ñ
460-00-718643-13,0,0,·ñ
460-00-703603-12,134.244873,1109.389404,·ñ
460-00-703679-12,245.1800537,2076.373413,·ñ
460-00-703641-12,97.47509766,979.1142578,·ñ
460-00-704753-21,20.23059082,189.2125244,·ñ
460-00-718365-11,235.4932861,1145.669312,·ñ
460-00-661490-11,94.13305664,791.6743164,·ñ
460-00-661425-11,212.5703125,1578.612915,·ñ
460-00-661650-11,62.90246582,1220.560425,·ñ
460-00-661669-13,144.527832,1229.705322,·ñ
460-00-718768-11,154.3583984,1570.641968,·ñ
460-00-661655-12,36.9206543,363.9274902,·ñ
460-00-718479-12,191.9898682,2318.580811,·ñ
460-00-661423-11,203.8266602,1367.73291,·ñ
460-00-704556-13,79.60522461,780.7750244,·ñ
460-00-703694-13,174.65979,1462.659546,·ñ
460-00-826944-133,0,0,·ñ
460-00-718594-12,39.34741211,556.5341797,·ñ
460-00-661553-12,6.767700195,109.6875,·ñ
460-00-703793-12,4.285522461,64.00305176,·ñ
460-00-661750-112,635.7030029,4634.495605,·ñ
460-00-704684-13,24.57141113,115.1066895,·ñ
460-00-718354-11,8.498535156,46.99304199,·ñ
460-00-703874-11,23.21374512,107.8679199,·ñ
460-00-661326-11,48.5526123,437.6102295,·ñ
460-00-718496-11,47.48364258,179.0291748,·ñ
460-00-718666-11,72.24206543,548.0706787,·ñ
460-00-661249-13,76.67834473,737.760376,·ñ
460-00-703986-21,361.5373535,4654.411499,·ñ
460-00-718501-12,85.66601563,502.9163818,·ñ
460-00-661412-13,153.2363281,1382.133423,·ñ
460-00-203438-132,281.9621582,2064.18396,·ñ
460-00-719051-12,25.53430176,327.3415527,·ñ
460-00-719097-13,191.34375,1488.478394,·ñ
460-00-703708-13,94.95532227,857.1166992,·ñ
460-00-661560-12,245.3453369,1836.632935,·ñ
460-00-661394-12,167.7565918,1668.274048,·ñ
460-00-661407-13,255.9647217,3328.47876,·ñ
460-00-661445-13,15.00073242,84.64379883,·ñ
460-00-704612-11,151.8164063,1889.483398,·ñ
460-00-718380-11,85.27331543,1134.633301,·ñ
460-00-661338-13,141.7354736,1102.280151,·ñ
460-00-719099-13,1049.827759,16008.60693,·ñ
460-00-661334-13,44.93505859,509.5775146,·ñ
460-00-719091-13,209.5911865,1032.373169,·ñ
460-00-661460-11,168.5718994,2088.76355,·ñ
460-00-661582-113,373.6118164,4408.59314,·ñ
460-00-703740-11,47.79504395,344.8248291,·ñ
460-00-718428-11,17.98254395,143.822998,·ñ
460-00-718693-21,87.57519531,768.6409912,·ñ
460-00-661748-13,68.75036621,904.8188477,·ñ
460-00-703798-11,148.1694336,1567.674438,·ñ
460-00-661676-12,164.8969727,1560.029541,·ñ
460-00-661632-21,54.0826416,298.9188232,·ñ
460-00-703592-12,104.8116455,976.1413574,·ñ
460-00-718499-11,0,0,·ñ
460-00-719069-12,35.78137207,369.888916,·ñ
460-00-661549-12,137.5021973,1142.550659,·ñ
460-00-719075-11,22.59191895,335.4031982,·ñ
460-00-661694-12,163.4741211,1002.329102,·ñ
460-00-661506-11,18.95458984,141.8516846,·ñ
460-00-661417-11,28.90380859,324.5944824,·ñ
460-00-703902-11,83.45458984,686.7683105,·ñ
460-00-718443-13,22.91931152,78.8651123,·ñ
460-00-703556-12,71.87451172,619.0102539,·ñ
460-00-661494-13,1.991210938,28.41357422,·ñ
460-00-718498-12,59.51879883,429.3760986,·ñ
460-00-661746-12,200.8735352,2451.46875,·ñ
460-00-661685-13,165.8846436,940.4931641,·ñ
460-00-718802-21,50.94726563,127.3076172,·ñ
460-00-704566-12,108.166626,1504.991211,·ñ
460-00-703757-12,152.1009521,1558.772217,·ñ
460-00-718591-13,36.96496582,218.9664307,·ñ
460-00-718650-13,19.20654297,56.07727051,·ñ
460-00-718885-21,0,0,·ñ
460-00-703542-13,148.8170166,1308.805176,·ñ
460-00-703770-13,28.54821777,91.40795898,·ñ
460-00-703769-11,24.70983887,283.0467529,·ñ
460-00-703546-12,172.2431641,1410.954956,·ñ
460-00-718435-11,0,0,·ñ
460-00-703590-12,272.1392822,2707.297485,·ñ
460-00-703930-12,185.4733887,1249.064331,·ñ
460-00-718417-11,64.21020508,667.0946045,·ñ
460-00-661601-121,14.45617676,154.9693604,·ñ
460-00-703986-121,514.1697998,6812.69519,·ñ
460-00-704724-21,8.420166016,50.55639648,·ñ
460-00-708462-21,136.8548584,527.236084,·ñ
460-00-703857-13,59.16906738,498.8603516,·ñ
460-00-661305-113,539.015625,7231.599121,·ñ
460-00-718728-21,16.08776855,121.0562744,·ñ
460-00-661302-11,125.5227051,1011.127197,·ñ
460-00-703974-12,9.210571289,109.0374756,·ñ
460-00-661396-13,354.1253662,2883.680664,·ñ
460-00-704716-21,88.69873047,474.7501221,·ñ
460-00-704520-21,70.54260254,517.2150879,·ñ
460-00-703716-11,40.29223633,357.8016357,·ñ
460-00-703575-11,71.11035156,284.8951416,·ñ
460-00-661736-11,408.001709,3314.619751,·ñ
460-00-203416-131,218.9068604,2484.30603,·ñ
460-00-719092-13,87.04614258,387.5585938,·ñ
460-00-703913-11,80.5090332,561.8406982,·ñ
460-00-661444-11,26.76989746,215.956543,·ñ
460-00-703872-11,45.86572266,176.8238525,·ñ
460-00-703742-12,28.3494873,249.2110596,·ñ
460-00-661329-111,513.4671631,3612.511841,·ñ
460-00-704531-21,301.5213623,1677.439941,·ñ
460-00-703490-13,25.89904785,330.5270996,·ñ
460-00-718342-13,52.23352051,552.9818115,·ñ
460-00-718937-12,169.6013184,1039.005737,·ñ
460-00-661719-11,78.98254395,1351.425293,·ñ
460-00-718557-12,342.2070313,4036.509277,·ñ
460-00-704682-11,16.96838379,148.2336426,·ñ
460-00-703551-13,312.9589844,3204.323975,·ñ
460-00-718821-11,165.9797363,2102.68042,·ñ
460-00-703800-11,19.48046875,221.4470215,·ñ
460-00-718521-11,10.36291504,56.68823242,·ñ
460-00-708501-21,2.803710938,14.66748047,·ñ
460-00-703803-11,61.05297852,525.8214111,·ñ
460-00-661669-12,77.00317383,902.9555664,·ñ
460-00-661603-21,12.04992676,101.8187256,·ñ
460-00-661697-11,46.73461914,489.2012939,·ñ
460-00-703641-13,267.704834,2316.984741,·ñ
460-00-661599-21,22.59851074,147.0229492,·ñ
460-00-703679-13,2009.391479,14022.18726,·ñ
460-00-704651-11,4.126464844,30.25024414,·ñ
460-00-661590-21,465.9993896,4680.13147,·ñ
460-00-661474-11,48.85778809,348.0877686,·ñ
460-00-718754-23,16.61230469,239.3850098,·ñ
460-00-703603-13,291.1730957,2550.167114,·ñ
460-00-704742-21,62.24511719,1001.431641,·ñ
460-00-708592-1,738.9313262,6382.627742,·ñ
460-00-661401-11,69.4251709,430.1125488,·ñ
460-00-708540-13,351.4112549,3038.875854,·ñ
460-00-718647-13,268.1259766,2430.115723,·ñ
460-00-703751-11,0.815307617,2.87097168,·ñ
460-00-703764-13,14.42614746,156.0791016,·ñ
460-00-203356-133,15.23974609,71.49157715,·ñ
460-00-718748-21,57.09362793,341.1611328,·ñ
460-00-703628-11,169.5625,2002.17334,·ñ
460-00-703673-12,18.37194824,374.3776855,·ñ
460-00-661436-13,124.2769775,1395.223267,·ñ
460-00-718339-13,372.9864502,2924.788574,·ñ
460-00-718679-11,55.71130371,192.920166,·ñ
460-00-708552-12,554.9956055,5081.145874,·ñ
460-00-203024-132,2997.833374,36015.93738,·ñ
460-00-703814-11,822.8215332,10492.46582,·ñ
460-00-718894-13,72.8729248,581.4122314,·ñ
460-00-708517-12,225.2935791,1756.988647,·ñ
460-00-708496-21,5.056396484,38.00341797,·ñ
460-00-704676-13,33.21435547,142.206665,·ñ
460-00-703728-11,94.01708984,931.8991699,·ñ
460-00-718602-11,52.76843262,462.121582,·ñ
460-00-661472-11,46.19396973,288.3525391,·ñ
460-00-661386-11,8.292724609,51.49133301,·ñ
460-00-719076-12,57.75561523,587.3674316,·ñ
460-00-718439-13,13.48718262,78.96582031,·ñ
460-00-661311-12,166.0786133,1103.494507,·ñ
460-00-718643-12,0,0,·ñ
460-00-718607-11,10.90576172,37.22424316,·ñ
460-00-704706-11,127.5473633,667.548584,·ñ
460-00-661591-121,700.2017822,15755.97437,·ñ
460-00-661701-13,161.1137695,1094.589844,·ñ
460-00-661699-12,325.098877,2075.315918,·ñ
460-00-718341-12,435.3095703,4452.834473,·ñ
460-00-661283-12,17.47961426,112.9211426,·ñ
460-00-203227-132,0,0,·ñ
460-00-718413-21,91.10107422,1783.515869,·ñ
460-00-703666-13,0,0,·ñ
460-00-704619-12,55.43481445,353.3692627,·ñ
460-00-703657-11,70.08911133,614.1140137,·ñ
460-00-661540-112,54.640625,731.3703613,·ñ
460-00-661682-13,140.7631836,1226.879639,·ñ
460-00-708538-13,421.1230469,3907.667358,·ñ
460-00-704631-11,611.427124,5194.036865,·ñ
460-00-704650-11,47.05871582,512.3509521,·ñ
460-00-703832-13,359.3535156,1201.583374,·ñ
460-00-719028-13,280.9932861,1921.297363,·ñ
460-00-703494-12,65.27563477,509.7110596,·ñ
460-00-703626-11,137.1289063,1697.176758,·ñ
460-00-704643-13,548.6885986,4547.983154,·ñ
460-00-703767-13,87.1340332,719.2106934,·ñ
460-00-661343-11,113.4608154,815.6179199,·ñ
460-00-703620-13,13.33532715,101.0400391,·ñ
460-00-718444-11,46.14990234,330.2154541,·ñ
460-00-703582-12,198.9508057,2113.811768,·ñ
460-00-661739-13,101.0977783,1147.487671,·ñ
460-00-703843-12,50.98095703,500.3612061,·ñ
460-00-704761-21,2.661254883,11.47631836,·ñ
460-00-703730-12,64.8026123,684.8764648,·ñ
460-00-704649-11,155.0644531,919.4468994,·ñ
460-00-704693-11,236.5157471,2716.79541,·ñ
460-00-203030-133,1400.106934,11875.79553,·ñ
460-00-718777-21,56.07312012,265.3902588,·ñ
460-00-704593-12,311.2645264,2966.27417,·ñ
460-00-661256-13,89.75561523,674.1982422,·ñ
460-00-703571-11,96.21826172,839.4029541,·ñ
460-00-203010-131,877.519165,9065.608398,·ñ
460-00-704654-13,44.25720215,379.9349365,·ñ
460-00-703639-12,239.404541,2257.379028,·ñ
460-00-703882-12,42.97192383,253.1044922,·ñ
460-00-703924-12,420.6369629,3723.250244,·ñ
460-00-703817-13,39.06604004,255.9519043,·ñ
460-00-703860-11,40.02978516,334.585083,·ñ
460-00-703879-13,35.85742188,274.4372559,·ñ
460-00-718363-12,387.7635498,3205.160034,·ñ
460-00-703760-13,56.20825195,647.1619873,·ñ
460-00-661678-11,750.1790771,12371.97705,·ñ
460-00-719078-12,30.85144043,149.3110352,·ñ
460-00-718405-13,333.3081055,2577.267212,·ñ
460-00-703602-13,0,0,·ñ
460-00-703734-13,71.39990234,574.6585693,·ñ
460-00-661551-13,68.9888916,674.0524902,·ñ
460-00-203033-133,862.7453613,7455.692993,·ñ
460-00-661749-13,123.9156494,979.8927002,·ñ
460-00-703545-13,152.8670654,1598.65918,·ñ
460-00-703715-12,79.60961914,547.6685791,·ñ
460-00-661382-13,184.7965088,1237.815308,·ñ
460-00-703654-12,183.2996826,1690.709351,·ñ
460-00-203051-133,2237.280884,23037.65796,·ñ
460-00-661406-13,610.7076416,5498.882813,·ñ
460-00-708518-11,650.7357178,4966.816284,·ñ
460-00-718532-12,92.74230957,751.5875244,·ñ
460-00-661526-13,84.72363281,567.8260498,·ñ
460-00-703617-11,147.6627197,2036.249512,·ñ
460-00-718482-11,247.6859131,4340.252808,·ñ
460-00-718691-11,0,0,·ñ
460-00-703663-13,150.633667,1323.375,·ñ
460-00-703650-11,160.5640869,1635.978516,·ñ
460-00-703512-12,356.3791504,3054.019287,·ñ
460-00-203439-131,0,0,·ñ
460-00-718486-13,447.0388184,7577.583008,·ñ
460-00-703820-13,27.42504883,189.6799316,·ñ
460-00-661661-12,435.1710205,8917.632935,·ñ
460-00-718478-13,41.58337402,181.9078369,·ñ
460-00-203072-132,1832.366821,28935.10254,·ñ
460-00-203376-13,23.52246094,139.3929443,·ñ
460-00-661489-13,49.88037109,726.4720459,·ñ
460-00-661755-13,14.73376465,141.7186279,·ñ
460-00-718426-11,9.584594727,83.37402344,·ñ
460-00-203071-132,2569.241455,21760.9541,·ñ
460-00-203011-132,178.206543,802.605957,·ñ
460-00-661522-13,139.7128906,1316.105957,·ñ
460-00-661726-13,282.1794434,2707.588135,·ñ
460-00-661557-11,457.833252,3794.297729,·ñ
460-00-703727-12,556.9967041,5280.472534,·ñ
460-00-703890-11,2.86730957,17.20715332,·ñ
460-00-703834-12,116.0543213,1097.100098,·ñ
460-00-718619-13,13.72265625,153.8620605,·ñ
460-00-703958-13,10.75024414,89.20068359,·ñ
460-00-703611-11,204.0162354,1910.194092,·ñ
460-00-703619-11,438.019043,3005.242432,·ñ
460-00-718516-11,21.70947266,300.8555908,·ñ
460-00-661737-11,1190.832886,17116.6698,·ñ
460-00-708486-21,312.2191162,2239.360474,·ñ
460-00-703908-11,12.98510742,169.1676025,·ñ
460-00-704686-11,89.19750977,645.9682617,·ñ
460-00-661586-11,71.27783203,657.3311768,·ñ
460-00-718500-11,108.1591797,808.55896,·ñ
460-00-708378-21,62.63757324,191.8880615,·ñ
460-00-703877-11,10.82336426,77.19494629,·ñ
460-00-661267-12,1020.987671,7916.275146,·ñ
460-00-703508-13,8.967163086,5.136474609,·ñ
460-00-718614-11,34.73864746,486.3348389,·ñ
460-00-661359-12,56.29016113,850.0980225,·ñ
460-00-661402-12,50.1940918,381.8918457,·ñ
460-00-719043-13,5.394897461,32.73522949,·ñ
460-00-704604-12,176.1008301,1340.972534,·ñ
460-00-704530-21,25.86254883,144.4560547,·ñ
460-00-703536-12,65.77636719,523.8227539,·ñ
460-00-703535-12,253.230835,1481.431152,·ñ
460-00-661741-11,229.1467285,2793.91394,·ñ
460-00-718339-12,1520.702393,14548.51624,·ñ
460-00-708540-12,353.043457,3145.651245,·ñ
460-00-703764-12,68.97692871,671.9918213,·ñ
460-00-718894-12,108.2773438,1212.318237,·ñ
460-00-661361-11,12.73352051,57.64831543,·ñ
460-00-708552-13,25.47924805,262.1341553,·ñ
460-00-203356-132,613.4445801,14112.27307,·ñ
460-00-718647-12,104.7822266,1188.640747,·ñ
460-00-661608-21,352.4095459,5538.376953,·ñ
460-00-203024-133,924.6887207,8347.224487,·ñ
460-00-661436-12,245.0788574,2455.380981,·ñ
460-00-661607-121,422.873291,9392.43457,·ñ
460-00-661721-11,164.0324707,1450.58728,·ñ
460-00-703667-13,68.0020752,852.9136963,·ñ
460-00-708484-21,27.0189209,164.4794922,·ñ
460-00-703765-11,19.32287598,161.3616943,·ñ
460-00-704676-12,7.130493164,144.0046387,·ñ
460-00-719095-12,1282.715698,10316.80432,·ñ
460-00-703831-11,154.9145508,2808.60791,·ñ
460-00-718584-11,69.42285156,738.3962402,·ñ
460-00-661248-11,55.99694824,411.6722412,·ñ
460-00-203253-132,326.1184082,3727.949341,·ñ
460-00-703934-11,338.4494629,1923.584961,·ñ
460-00-704596-13,1156.991455,11669.82495,·ñ
460-00-704652-13,80.27319336,587.505249,·ñ
460-00-661304-12,167.144043,906.8925781,·ñ
460-00-703950-12,0.239135742,0.903564453,·ñ
460-00-703737-12,285.2388916,2170.038086,·ñ
460-00-718621-12,1015.400635,4015.915283,·ñ
460-00-661573-11,98.38659668,943.8529053,·ñ
460-00-661255-11,34.6920166,299.8011475,·ñ
460-00-704632-11,68.03063965,648.3826904,·ñ
460-00-703490-12,169.6588135,3945.43103,·ñ
460-00-718617-11,14.86401367,189.9014893,·ñ
460-00-708409-21,34.85375977,315.0366211,·ñ
460-00-718443-12,109.5386963,1634.674438,·ñ
460-00-661685-12,69.69165039,816.7769775,·ñ
460-00-718591-12,4.394287109,86.31726074,·ñ
460-00-718342-12,177.4379883,2260.428711,·ñ
460-00-718518-11,1.709838867,11.26074219,·ñ
460-00-703757-13,141.4807129,1386.483765,·ñ
460-00-703742-13,52.65075684,385.4052734,·ñ
460-00-661494-12,51.3984375,385.9443359,·ñ
460-00-661744-11,32.36962891,352.1988525,·ñ
460-00-703528-11,57.02929688,524.5959473,·ñ
460-00-718828-11,42.61767578,589.404541,·ñ
460-00-703551-12,78.88549805,576.8188477,·ñ
460-00-718599-11,142.7154541,927.5440674,·ñ
460-00-718520-11,70.07543945,362.0644531,·ñ
460-00-718359-11,233.9798584,2041.058472,·ñ
460-00-719081-21,0,0,·ñ
460-00-708371-21,1.764892578,40.55859375,·ñ
460-00-718739-21,13.25415039,84.24267578,·ñ
460-00-703986-24,366.2167969,5650.536865,·ñ
460-00-661396-12,115.3863525,833.2792969,·ñ
460-00-719092-12,608.0246582,9251.315186,·ñ
460-00-703557-11,50.64331055,319.9887695,·ñ
460-00-719098-11,895.7980957,7984.838379,·ñ
460-00-661467-11,90.03442383,772.5753174,·ñ
460-00-718589-11,120.0324707,1253.469971,·ñ
460-00-708464-21,26.62731934,190.9075928,·ñ
460-00-703974-13,80.3560791,616.5535889,·ñ
460-00-703768-12,44.2487793,1089.92749,·ñ
460-00-703625-11,32.34985352,237.3598633,·ñ
460-00-703819-11,17.25976563,157.7181396,·ñ
460-00-661746-13,393.9156494,3064.573364,·ñ
460-00-661445-12,49.35668945,298.6794434,·ñ
460-00-661560-13,42.89624023,318.0092773,·ñ
460-00-661394-13,339.9144287,3697.623047,·ñ
460-00-661276-11,48.87988281,504.8115234,·ñ
460-00-708404-21,54.62060547,547.7680664,·ñ
460-00-661407-12,135.385376,1927.070923,·ñ
460-00-708528-21,29.66564941,212.6959229,·ñ
460-00-718498-13,22.12219238,161.9093018,·ñ
460-00-718399-11,163.2852783,1478.661377,·ñ
460-00-661532-11,202.3745117,1964.193726,·ñ
460-00-719091-12,225.0843506,2067.722534,·ñ
460-00-708445-21,47.72558594,1114.497314,·ñ
460-00-703930-13,119.130249,1012.176758,·ñ
460-00-661745-11,142.7219238,1223.897339,·ñ
460-00-661296-12,40.45959473,692.2929688,·ñ
460-00-718611-12,17.11132813,125.1362305,·ñ
460-00-703978-11,201.5336914,1701.948486,·ñ
460-00-661288-11,187.5319824,1953.326538,·ñ
460-00-718740-21,86.43933105,532.6386719,·ñ
460-00-661328-11,86.56896973,672.0500488,·ñ
460-00-661305-112,113.8310547,1490.828857,·ñ
460-00-703993-22,133.4212646,969.9266357,·ñ
460-00-718937-13,93.72607422,716.7598877,·ñ
460-00-703608-11,79.53295898,570.0015869,·ñ
460-00-703675-11,8.165161133,102.7884521,·ñ
460-00-718434-12,97.20556641,828.2467041,·ñ
460-00-703513-11,21.58325195,142.6330566,·ñ
460-00-703590-13,107.4089355,895.9707031,·ñ
460-00-703520-11,716.2578125,4794.15979,·ñ
460-00-661350-11,21.85192871,296.953125,·ñ
460-00-703857-12,30.67150879,156.9888916,·ñ
460-00-718673-11,28.11523438,252.3839111,·ñ
460-00-661601-22,18.25439453,113.6975098,·ñ
460-00-703770-12,42.52282715,320.142334,·ñ
460-00-718650-12,18.07141113,225.842041,·ñ
460-00-661568-11,52.7019043,288.8535156,·ñ
460-00-661549-13,12.47680664,63.43823242,·ñ
460-00-718489-11,158.8818359,1162.424805,·ñ
460-00-708584-1,289.7537227,2361.009277,·ñ
460-00-704671-11,304.7711182,2334.586914,·ñ
460-00-704694-11,46.24255371,506.6866455,·ñ
460-00-703592-13,25.9329834,292.3098145,·ñ
460-00-719069-13,14.77770996,336.7900391,·ñ
460-00-661676-13,22.06347656,164.4765625,·ñ
460-00-703546-13,815.7332764,8262.848511,·ñ
460-00-661553-13,79.69995117,693.3054199,·ñ
460-00-203061-131,170.1607666,1425.239746,·ñ
460-00-826944-132,0,0,·ñ
460-00-661750-113,309.9591064,4682.814941,·ñ
460-00-661400-11,75.94055176,972.7342529,·ñ
460-00-704538-21,927.8504639,12106.18323,·ñ
460-00-703542-12,87.19580078,536.8342285,·ñ
460-00-718655-12,65.12109375,895.9147949,·ñ
460-00-661473-11,110.3432617,792.2305908,·ñ
460-00-661338-12,341.0301514,3094.820679,·ñ
460-00-704735-21,61.46765137,264.0588379,·ñ
460-00-661694-13,66.20996094,225.2868652,·ñ
460-00-703708-12,95.79992676,808.6622314,·ñ
460-00-661342-11,59.06396484,393.6842041,·ñ
460-00-661748-12,456.5078125,3650.225464,·ñ
460-00-661334-12,5.177490234,33.09851074,·ñ
460-00-661609-22,481.0861816,6468.951416,·ñ
460-00-719099-12,808.4343262,7117.034424,·ñ
460-00-203438-133,28.93139648,187.708252,·ñ
460-00-704562-21,16.99829102,356.5440674,·ñ
460-00-718509-11,41.87744141,440.2196045,·ñ
460-00-704702-11,142.1176758,1003.951904,·ñ
460-00-718379-11,398.5588379,5116.370605,·ñ
460-00-704648-12,123.6297607,597.0970459,·ñ
460-00-718902-11,102.482666,580.2449951,·ñ
460-00-703955-12,25.46801758,277.5216064,·ñ
460-00-661464-13,161.6275635,1207.978271,·ñ
460-00-661249-12,133.0478516,1024.512085,·ñ
460-00-704567-113,161.3695068,1536.50415,·ñ
460-00-718600-12,2.751464844,7.35949707,·ñ
460-00-718635-12,83.87280273,333.4815674,·ñ
460-00-718559-13,61.28955078,540.9664307,·ñ
460-00-703883-11,118.4857178,1236.821533,·ñ
460-00-718560-11,13.97399902,73.4888916,·ñ
460-00-718432-12,120.4279785,946.6090088,·ñ
460-00-203379-111,162.7581787,1320.160767,·ñ
460-00-661366-13,190.0643311,1595.327148,·ñ
460-00-703888-11,44.83752441,466.7780762,·ñ
460-00-718725-21,222.8424072,2890.173828,·ñ
460-00-661655-13,95.71447754,734.364502,·ñ
460-00-704684-12,49.4263916,515.862915,·ñ
460-00-661412-12,160.5611572,2448.857788,·ñ
460-00-703911-11,112.4874268,967.3798828,·ñ
460-00-704556-12,486.8250732,4061.225342,·ñ
460-00-661330-11,34.83679199,728.6495361,·ñ
460-00-703694-12,383.6936035,4329.706177,·ñ
460-00-703793-13,499.706543,5240.423096,·ñ
460-00-719097-12,180.7703857,1548.410278,·ñ
460-00-661753-11,149.9108887,3517.744507,·ñ
460-00-203232-131,356.4156494,2229.372925,·ñ
460-00-718368-12,70.43127441,301.5983887,·ñ
460-00-703631-11,312.2940674,2806.62561,·ñ
460-00-661696-11,328.2489014,2954.779297,·ñ
460-00-703721-12,198.3863525,1814.581543,·ñ
460-00-661654-12,9.872314453,85.17529297,·ñ
460-00-203293-131,0,0,·ñ
460-00-708580-1,191.4048682,1675.930982,·ñ
460-00-661340-12,243.5916748,2464.062988,·ñ
460-00-703496-12,104.1138916,873.9515381,·ñ
460-00-718631-13,50.48498535,702.5922852,·ñ
460-00-661413-13,212.6490479,1974.587891,·ñ
460-00-703836-11,94.31774902,824.8005371,·ñ
460-00-704569-21,13.15991211,194.1381836,·ñ
460-00-661284-11,108.9733887,1195.012085,·ñ
460-00-703531-12,33.03027344,506.3850098,·ñ
460-00-661733-13,15.45092773,108.2633057,·ñ
460-00-719012-13,0,0,·ñ
460-00-703867-12,44.1328125,535.4057617,·ñ
460-00-703826-13,126.6276855,1000.428101,·ñ
460-00-661486-113,563.8845215,6003.671387,·ñ
460-00-719038-12,30.50024414,261.6654053,·ñ
460-00-703600-12,133.0584717,973.8898926,·ñ
460-00-704540-21,11.84851074,101.4356689,·ñ
460-00-661375-11,937.3548584,9115.377441,·ñ
460-00-661331-12,16.86523438,118.5148926,·ñ
460-00-718466-11,219.6630859,1724.460205,·ñ
460-00-708408-21,0,0,·ñ
460-00-661609-122,415.3798828,4618.461426,·ñ
460-00-703804-12,62.68786621,698.7592773,·ñ
460-00-708478-21,172.909668,1449.983276,·ñ
460-00-661326-111,43.40161133,299.9543457,·ñ
460-00-703960-13,143.6624756,2255.39856,·ñ
460-00-703933-11,76.77514648,961.916748,·ñ
460-00-718501-13,119.1782227,702.2701416,·ñ
460-00-708503-21,13.94189453,77.90405273,·ñ
460-00-704587-13,25.03833008,207.2836914,·ñ
460-00-661751-12,0,0,·ñ
460-00-703726-12,97.26281738,676.9628906,·ñ
460-00-718463-12,186.2418213,1606.338623,·ñ
460-00-661740-11,104.1237793,902.3041992,·ñ
460-00-661653-13,324.2905273,2361.197144,·ñ
460-00-703524-13,12.3203125,129.8984375,·ñ
460-00-661442-11,77.08068848,705.1114502,·ñ
460-00-703699-13,184.9394531,1701.893799,·ñ
460-00-704658-11,13.90869141,114.6871338,·ñ
460-00-661367-11,105.5368652,1016.868408,·ñ
460-00-203055-131,41.30090332,351.6119385,·ñ
460-00-704601-11,124.4196777,1282.344604,·ñ
460-00-718640-12,62.48974609,794.5614014,·ñ
460-00-703502-13,152.9144287,1406.290283,·ñ
460-00-718579-13,120.7302246,614.9083252,·ñ
460-00-718803-21,14.44763184,241.961792,·ñ
460-00-708556-12,115.7561035,1273.95166,·ñ
460-00-703505-11,313.0042725,1344.638794,·ñ
460-00-708530-21,14.78710938,93.27575684,·ñ
460-00-661657-11,48.7376709,497.4592285,·ñ
460-00-661569-11,1055.252563,10171.61951,·ñ
460-00-703692-12,37.89831543,275.4691162,·ñ
460-00-661250-112,401.7559814,3354.488281,·ñ
460-00-703676-12,648.4168701,4640.485352,·ñ
460-00-661309-11,256.6553955,1896.012329,·ñ
460-00-661674-13,87.35644531,718.3297119,·ñ
460-00-661606-22,498.869751,7798.602295,·ñ
460-00-661319-13,0,0,·ñ
460-00-661422-12,317.942627,2230.707397,·ñ
460-00-718492-13,24.56201172,141.7408447,·ñ
460-00-703515-11,101.505249,728.7922363,·ñ
460-00-661304-113,381.5716553,1897.728882,·ñ
460-00-703766-11,19.42480469,106.5858154,·ñ
460-00-708380-21,89.08312988,561.3505859,·ñ
460-00-661602-21,462.8410645,4173.510376,·ñ
460-00-718415-21,125.9749756,1655.233398,·ñ
460-00-703750-11,164.8125,1336.767334,·ñ
460-00-718460-11,41.81286621,412.3359375,·ñ
460-00-661327-11,4.708984375,44.25085449,·ñ
460-00-661677-12,65.42480469,403.7817383,·ñ
460-00-703636-11,165.7225342,1674.895996,·ñ
460-00-203261-131,0,0,·ñ
460-00-661328-113,21.50500488,104.0318604,·ñ
460-00-661483-11,67.62524414,739.7020264,·ñ
